genre,artist,year,rank,song
jazz,Paul Anka,1962,76,Love Me Warm And Tender
jazz,Paul Anka,1960,77,My Home Town
jazz,Paul Anka,1961,85,"Tonight My Love, Tonight"
jazz,Dionne Warwick,1964,37,Walk On By
jazz,Dionne Warwick,1968,42,(Theme From) Valley Of The Dolls
jazz,Dionne Warwick,1967,44,Alfie
jazz,Dionne Warwick,1969,64,This Girl's In Love With You
jazz,Dionne Warwick,1964,71,Anyone Who Had A Heart
jazz,Dionne Warwick,1966,77,Message To Michael
jazz,Dionne Warwick,1980,84,Deja Vu
jazz,Sting,2000,50,Desert Rose
jazz,Sting,1985,55,If You Love Somebody Set Them Free
jazz,Sting,1988,84,We'll Be Together
jazz,Sting,1993,87,Fields Of Gold
jazz,Sting,1991,92,All This Time
jazz,Sting,1985,95,Fortress Around Your Heart
jazz,Sting,1993,96,If I Ever Lose My Faith In You
jazz,Steely Dan,1974,51,Rikki Don't Lose That Number
jazz,Steely Dan,1978,62,Peg
jazz,Steely Dan,1973,68,Reelin' In The Years
jazz,Steely Dan,1981,72,Hey Nineteen
jazz,Steely Dan,1973,73,Do It Again
jazz,Steely Dan,1978,100,Deacon Blues
funk,Beatles,1964,1,I Want To Hold Your Hand
funk,Beatles,1968,1,Hey Jude
funk,Beatles,1964,2,She Loves You
funk,Beatles,1965,7,Help!
funk,Beatles,1970,9,Let It Be
funk,Beatles,1964,13,A Hard Day's Night
funk,Beatles,1964,14,Love Me Do
funk,Beatles,1964,16,Please Please Me
funk,Beatles,1966,16,We Can Work It Out
funk,Beatles,1969,25,Get Back
funk,Beatles,1966,28,Paperback Writer
funk,Beatles,1967,30,All You Need Is Love
funk,Beatles,1965,31,Ticket To Ride
funk,Beatles,1964,40,Twist And Shout
funk,Beatles,1970,41,The Long And Winding Road / For You Blue
funk,Beatles,1964,52,Can't Buy Me Love
funk,Beatles,1964,55,Do You Want To Know A Secret
funk,Beatles,1965,55,Eight Days A Week
funk,Beatles,1967,55,Penny Lane
funk,Beatles,1968,60,Lady Madonna
funk,Beatles,1976,77,Got To Get You Into My Life
funk,Beatles,1968,78,Revolution
funk,Beatles,1969,83,Something
funk,Beatles,1969,85,Come Together
funk,Beatles,1966,90,Nowhere Man
funk,Beatles,1964,95,I Saw Her Standing There
funk,Beatles,1966,96,Yellow Submarine
funk,Stevie Wonder,1967,14,I Was Made To Love Her
funk,Stevie Wonder,1977,18,Sir Duke
funk,Stevie Wonder,1973,19,You Are The Sunshine Of My Life
funk,Stevie Wonder,1985,22,Part-Time Lover
funk,Stevie Wonder,1975,25,Boogie On Reggae Woman
funk,Stevie Wonder,1984,25,I Just Called To Say I Love You
funk,Stevie Wonder,1973,26,Superstition
funk,Stevie Wonder,1970,31,"Signed Sealed, Delivered (I'm Yours)"
funk,Stevie Wonder,1969,32,My Cherie Amour
funk,Stevie Wonder,1980,43,Send One Your Love
funk,Stevie Wonder,1982,43,That Girl
funk,Stevie Wonder,1974,45,Living For The City
funk,Stevie Wonder,1971,48,If You Really Love Me
funk,Stevie Wonder,1977,51,I Wish
funk,Stevie Wonder,1966,59,Uptight (Everything's Alright)
funk,Stevie Wonder,1973,62,Higher Ground
funk,Stevie Wonder,1981,69,Master Blaster
funk,Stevie Wonder,1981,73,I Ain't Gonna Stand For It
funk,Stevie Wonder,1968,75,Shoo-Bee-Doo-Be-Doo-Da-Day
funk,Stevie Wonder,1974,88,Don't You Worry 'Bout A Thing
funk,Stevie Wonder,1982,95,Do I Do
funk,Stevie Wonder,1986,100,Go Home
funk,Temptations,1969,3,I Can't Get Next To You
funk,Temptations,1971,9,Just My Imagination (Running Away With Me)
funk,Temptations,1965,10,My Girl
funk,Temptations,1968,22,I Wish It Would Rain
funk,Temptations,1966,48,Ain't Too Proud To Beg
funk,Temptations,1967,56,You're My Everything
funk,Temptations,1969,57,"Run Away Child, Running Wild"
funk,Temptations,1966,65,Beauty Is Only Skin Deep
funk,Temptations,1964,70,The Way You Do The Things You Do
funk,Temptations,1973,80,Masterpiece
funk,Temptations,1970,91,Psychedelic Shack
funk,Temptations,1973,100,Papa Was A Rolling Stone
funk,Rolling Stones,1965,3,(I Can't Get No) Satisfaction
funk,Rolling Stones,1969,4,Honky Tonk Women
funk,Rolling Stones,1971,16,Brown Sugar
funk,Rolling Stones,1978,16,Miss You
funk,Rolling Stones,1966,21,Paint It Black
funk,Rolling Stones,1967,24,Ruby Tuesday
funk,Rolling Stones,1968,50,Jumpin' Jack Flash
funk,Rolling Stones,1980,53,Emotional Rescue
funk,Rolling Stones,1966,62,19th Nervous Breakdown
funk,Rolling Stones,1965,88,The Last Time
funk,Rolling Stones,1984,93,Undercover Of The Night
funk,Rolling Stones,1982,94,Waiting On A Friend
funk,Kool and The Gang,1981,6,Celebration
funk,Kool and The Gang,1985,17,Cherish
funk,Kool and The Gang,1984,24,Joanna
funk,Kool and The Gang,1980,35,Ladies Night
funk,Kool and The Gang,1980,36,Too Hot
funk,Kool and The Gang,1974,59,Hollywood Swinging
funk,Kool and The Gang,1985,69,Misled
funk,Kool and The Gang,1982,82,Get Down On It
funk,Kool and The Gang,1982,85,Take My Heart
funk,Kool and The Gang,1985,89,Fresh
funk,Kool and The Gang,1984,90,Tonight
funk,Kool and The Gang,1987,91,Victory
funk,Michael Jackson,1983,2,Billie Jean
funk,Michael Jackson,1992,14,Black Or White
funk,Michael Jackson,1992,19,Remember The Time
funk,Michael Jackson,1988,21,Man In The Mirror
funk,Michael Jackson,1988,36,The Way You Make Me Feel
funk,Michael Jackson,1972,41,Rockin' Robin
funk,Michael Jackson,1987,59,Bad
funk,Michael Jackson,1983,68,Wanna Be Startin' Somethin'
funk,Michael Jackson,1984,78,Thriller
funk,Michael Jackson,1980,79,Off The Wall
funk,Michael Jackson,1979,91,Don't Stop 'Til You Get Enough
funk,Michael Jackson,1989,93,Smooth Criminal
funk,"Earth, Wind and Fire",1975,6,Shining Star
funk,"Earth, Wind and Fire",1982,33,Let's Groove
funk,"Earth, Wind and Fire",1979,38,After The Love Has Gone
funk,"Earth, Wind and Fire",1979,57,Boogie Wonderland
funk,"Earth, Wind and Fire",1975,59,That's The Way Of The World
funk,"Earth, Wind and Fire",1976,59,Sing A Song
funk,"Earth, Wind and Fire",1978,77,Serpentine Fire
funk,"Earth, Wind and Fire",1979,78,September
funk,"Earth, Wind and Fire",1976,79,Getaway
funk,"Earth, Wind and Fire",1983,100,Fall In Love With Me
funk,Marvin Gaye,1973,4,Let's Get It On
funk,Marvin Gaye,1969,14,Too Busy Thinking About My Baby
funk,Marvin Gaye,1977,20,"Got To Give It Up, Pt. 1"
funk,Marvin Gaye,1971,21,What's Going On
funk,Marvin Gaye,1983,32,Sexual Healing
funk,Marvin Gaye,1965,58,I'll Be Doggone
funk,Marvin Gaye,1971,62,Mercy Mercy Me (The Ecology)
funk,Marvin Gaye,1963,72,Pride And Joy
funk,Marvin Gaye,1969,72,That's The Way Love Is
funk,Marvin Gaye,1969,88,I Heard It Through The Grapevine
funk,Prince,1984,1,When Doves Cry
funk,Prince,1983,25,Little Red Corvette
funk,Prince,1987,38,U Got The Look
funk,Prince,1983,41,1999
funk,Prince,1989,44,Batdance
funk,Prince,1987,60,Sign 'O' The Times
funk,Prince,1980,95,I Wanna Be Your Lover
funk,Prince,1990,98,Thieves In The Temple
funk,Simon and Garfunkel,1970,1,Bridge Over Troubled Water
funk,Simon and Garfunkel,1968,9,Mrs. Robinson
funk,Simon and Garfunkel,1970,49,Cecelia
funk,Simon and Garfunkel,1966,51,I Am A Rock
funk,Simon and Garfunkel,1966,54,The Sounds Of Silence
funk,Simon and Garfunkel,1966,56,Homeward Bound
funk,Simon and Garfunkel,1968,89,Scarborough Fair / Canticle
country,Taylor Swift,2009,5,Love Story
country,Taylor Swift,2009,11,You Belong With Me
country,Taylor Swift,2013,16,I Knew You Were Trouble
country,Taylor Swift,2012,33,We Are Never Ever Getting Back Together
country,Taylor Swift,2008,41,Our Song
country,Taylor Swift,2010,46,Mine
country,Taylor Swift,2008,48,Teardrops On My Guitar
country,Taylor Swift,2010,57,You Belong With Me
country,Taylor Swift,2013,71,22
country,Taylor Swift,2011,74,Back To December
country,Taylor Swift,2009,76,White Horse
country,Taylor Swift,2008,81,Love Story
country,Taylor Swift,2010,84,Today Was A Fairytale
country,Taylor Swift,2007,89,Teardrops On My Guitar
country,Brenda Lee,1960,6,I'm Sorry
country,Brenda Lee,1960,18,Sweet Nothin's
country,Brenda Lee,1962,26,Break It To Me Gently
country,Brenda Lee,1960,43,I Want To Be Wanted
country,Brenda Lee,1963,62,Losing You
country,Brenda Lee,1966,70,Coming On Strong
country,Brenda Lee,1960,71,That's All You Gotta Do
country,Brenda Lee,1962,73,Everybody Loves Me But You
country,Brenda Lee,1965,79,Too Many Rivers
country,Brenda Lee,1961,91,Dum Dum
country,Brenda Lee,1961,93,You Can Depend On Me
country,Kenny Rogers,1981,3,Lady
country,Kenny Rogers,1980,34,Coward Of The County
country,Kenny Rogers,1979,40,The Gambler
country,Kenny Rogers,1977,43,Lucille
country,Kenny Rogers,1981,44,I Don't Need You
country,Kenny Rogers,1979,47,She Believes In Me
country,Kenny Rogers,1982,72,Love Will Turn You Around
country,Kenny Rogers,1980,93,You Decorated My Life
country,Kenny Rogers,1982,99,Through The Years
country,Olivia Newton-John,1980,3,Magic
country,Olivia Newton-John,1974,27,Let Me Be There
country,Olivia Newton-John,1974,32,If You Love Me (Let Me Know)
country,Olivia Newton-John,1978,35,Hopelessly Devoted To You
country,Olivia Newton-John,1975,36,Have You Never Been Mellow
country,Olivia Newton-John,1975,49,Please Mr Please
country,Olivia Newton-John,1971,76,If Not For You
country,Olivia Newton-John,1982,84,Make A Move On Me
country,Olivia Newton-John,1974,97,I Honestly Love You
country,Eagles,1975,9,One Of These Nights
country,Eagles,1975,12,Best Of My Love
country,Eagles,1977,19,Hotel California
country,Eagles,1976,25,Take It To The Limit
country,Eagles,1980,47,Heartache Tonight
country,Eagles,1977,59,New Kid In Town
country,Eagles,1980,62,I Can't Tell You Why
country,Eagles,1980,81,The Long Run
country,Sheryl Crow,2004,28,The First Cut Is The Deepest
country,Sheryl Crow,1995,30,Strong Enough
country,Sheryl Crow,1994,34,All I Wanna Do
country,Sheryl Crow,2002,35,Soak up the Sun
country,Sheryl Crow,1997,55,If It Makes You Happy
country,Sheryl Crow,1997,60,Everyday Is A Winding Road
country,Sheryl Crow,1995,67,All I Wanna Do
country,Sheryl Crow,1996,75,If It Makes You Happy
country,Anne Murray,1973,37,Danny's Song
country,Anne Murray,1970,42,Snowbird
country,Anne Murray,1974,54,You Won't See Me
country,Anne Murray,1980,61,Daydream Believer
country,Anne Murray,1978,63,You Needed Me
country,Anne Murray,1979,72,I Just Fall In Love Again
country,Anne Murray,1974,80,A Love Song
country,Anne Murray,1980,92,Broken Hearted Me
country,Elvis Presley,1969,18,Suspicious Minds
country,Elvis Presley,1961,39,Little Sister
country,Elvis Presley,1977,64,Way Down
country,Elvis Presley,1963,69,(You're The) Devil In Disguise
country,Elvis Presley,1961,71,(Marie's The Name) His Latest Flame
country,Elvis Presley,1970,72,The Wonder Of You / Mama Liked The Roses
country,Elvis Presley,1963,95,Bossa Nova Baby
country,Tim McGraw,1999,56,Please Remember Me
country,Tim McGraw,2001,78,Grown Men Don't Cry
country,Tim McGraw,2004,81,Live Like You Were Dying
country,Tim McGraw,2000,83,My Best Friend
country,Tim McGraw,1994,87,Don't Take The Girl
country,Tim McGraw,1994,90,Indian Outlaw
country,Tim McGraw,2003,99,Real Good Man
country,Linda Ronstadt,1975,47,When Will I Be Loved
country,Linda Ronstadt,1975,50,You're No Good
country,Linda Ronstadt,1978,61,Blue Bayou
country,Linda Ronstadt,1980,68,How Do I Make You
country,Linda Ronstadt,1979,77,Ooh Baby Baby
country,Linda Ronstadt,1980,78,Hurt So Bad
country,Linda Ronstadt,1978,90,It's So Easy
soul,Mariah Carey,2005,1,We Belong Together
soul,Mariah Carey,1994,5,Hero
soul,Mariah Carey,1996,5,Always Be My Baby
soul,Mariah Carey,1990,6,Vision Of Love
soul,Mariah Carey,1995,7,Fantasy
soul,Mariah Carey,1993,8,Dreamlover
soul,Mariah Carey,1991,13,Someday
soul,Mariah Carey,1992,16,I'll Be There
soul,Mariah Carey,1994,16,Without You / Never Forget You
soul,Mariah Carey,1998,17,My All
soul,Mariah Carey,1991,22,Emotions
soul,Mariah Carey,2008,22,Touch My Body
soul,Mariah Carey,1992,23,Can't Let Go
soul,Mariah Carey,1991,26,I Don't Wanna Cry
soul,Mariah Carey,1997,32,Honey
soul,Mariah Carey,1999,35,Heartbreaker
soul,Mariah Carey,1999,36,I Still Believe
soul,Mariah Carey,2009,41,Obsessed
soul,Mariah Carey,1992,42,Make It Happen
soul,Mariah Carey,2000,45,Thank God I Found You
soul,Mariah Carey,1994,47,Anytime You Need A Friend
soul,Mariah Carey,1996,49,Fantasy
soul,Mariah Carey,2006,50,Don't Forget About Us
soul,Mariah Carey,1991,69,Love Takes Time
soul,Mariah Carey,1990,76,Love Takes Time
soul,Mariah Carey,2001,80,Loverboy
soul,Mariah Carey,2013,81,#Beautiful
soul,Stevie Wonder,1967,14,I Was Made To Love Her
soul,Stevie Wonder,1977,18,Sir Duke
soul,Stevie Wonder,1973,19,You Are The Sunshine Of My Life
soul,Stevie Wonder,1985,22,Part-Time Lover
soul,Stevie Wonder,1975,25,Boogie On Reggae Woman
soul,Stevie Wonder,1984,25,I Just Called To Say I Love You
soul,Stevie Wonder,1973,26,Superstition
soul,Stevie Wonder,1970,31,"Signed Sealed, Delivered (I'm Yours)"
soul,Stevie Wonder,1969,32,My Cherie Amour
soul,Stevie Wonder,1980,43,Send One Your Love
soul,Stevie Wonder,1982,43,That Girl
soul,Stevie Wonder,1974,45,Living For The City
soul,Stevie Wonder,1971,48,If You Really Love Me
soul,Stevie Wonder,1977,51,I Wish
soul,Stevie Wonder,1966,59,Uptight (Everything's Alright)
soul,Stevie Wonder,1973,62,Higher Ground
soul,Stevie Wonder,1981,69,Master Blaster
soul,Stevie Wonder,1981,73,I Ain't Gonna Stand For It
soul,Stevie Wonder,1968,75,Shoo-Bee-Doo-Be-Doo-Da-Day
soul,Stevie Wonder,1974,88,Don't You Worry 'Bout A Thing
soul,Stevie Wonder,1982,95,Do I Do
soul,Stevie Wonder,1986,100,Go Home
soul,Whitney Houston,1993,1,I Will Always Love You
soul,Whitney Houston,1987,4,I Wanna Dance With Somebody (Who Loves Me)
soul,Whitney Houston,1999,4,Heartbreak Hotel
soul,Whitney Houston,1986,6,How Will I Know
soul,Whitney Houston,1988,6,So Emotional
soul,Whitney Houston,1986,11,Greatest Love Of All
soul,Whitney Houston,1996,14,Exhale (Shoop Shoop)
soul,Whitney Houston,1991,16,All The Man That I Need
soul,Whitney Houston,1987,22,Didn't We Almost Have It All
soul,Whitney Houston,1985,23,Saving All My Love For You
soul,Whitney Houston,1993,30,I Have Nothing
soul,Whitney Houston,1988,33,Where Do Broken Hearts Go
soul,Whitney Houston,1997,33,I Believe In You And Me
soul,Whitney Houston,1993,39,I'm Every Woman
soul,Whitney Houston,1991,42,I'm Your Baby Tonight
soul,Whitney Houston,1999,44,It's Not Right But It's Okay
soul,Whitney Houston,1985,47,You Give Good Love
soul,Whitney Houston,2000,47,My Love Is Your Love
soul,Whitney Houston,1999,73,My Love Is Your Love
soul,Whitney Houston,1988,89,One Moment In Time
soul,Janet Jackson,1993,4,That's The Way Love Goes
soul,Janet Jackson,1989,5,Miss You Much
soul,Janet Jackson,1994,12,Again
soul,Janet Jackson,1990,15,Escapade
soul,Janet Jackson,1991,19,Love Will Never Do (Without You)
soul,Janet Jackson,1993,19,If
soul,Janet Jackson,1995,29,Runaway
soul,Janet Jackson,1994,30,"Any Time, Any Place / And On And On"
soul,Janet Jackson,1986,32,When I Think Of You
soul,Janet Jackson,1987,37,Control
soul,Janet Jackson,1990,38,Rhythm Nation
soul,Janet Jackson,1986,43,What Have You Done For Me Lately
soul,Janet Jackson,1990,44,Alright
soul,Janet Jackson,1987,48,Let's Wait Awhile
soul,Janet Jackson,1994,48,Because Of Love
soul,Janet Jackson,1990,49,Come Back To Me
soul,Janet Jackson,1986,58,Nasty
soul,Janet Jackson,1995,64,You Want This-70's Love Groove
soul,Janet Jackson,1993,74,Again
soul,Janet Jackson,1996,84,Runaway
soul,Daryl Hall and John Oates,1985,6,Out Of Touch
soul,Daryl Hall and John Oates,1981,7,Kiss On My List
soul,Daryl Hall and John Oates,1983,7,Maneater
soul,Daryl Hall and John Oates,1976,11,Sara Smile
soul,Daryl Hall and John Oates,1982,15,I Can't Go For That
soul,Daryl Hall and John Oates,1984,22,Say It Isn't So
soul,Daryl Hall and John Oates,1977,23,Rich Girl
soul,Daryl Hall and John Oates,1983,39,One On One
soul,Daryl Hall and John Oates,1981,43,You Make My Dreams
soul,Daryl Hall and John Oates,1982,44,Private Eyes
soul,Daryl Hall and John Oates,1982,66,Did It In A Minute
soul,Daryl Hall and John Oates,1983,67,Family Man
soul,Daryl Hall and John Oates,1984,70,Adult Education
soul,Daryl Hall and John Oates,1988,72,Everything Your Heart Desires
soul,Daryl Hall and John Oates,1976,80,She's Gone
soul,Daryl Hall and John Oates,1985,83,Method Of Modern Love
soul,Daryl Hall and John Oates,1980,88,Wait For Me
soul,Daryl Hall and John Oates,1981,90,You've Lost That Lovin' Feelin'
soul,Elton John,1997,1,Candle In The Wind 1997
soul,Elton John,1975,3,Philadelphia Freedom
soul,Elton John,1998,8,Candle In The Wind 1997
soul,Elton John,1974,9,Bennie And The Jets
soul,Elton John,1994,18,Can You Feel The Love Tonight
soul,Elton John,1975,34,Lucy In The Sky With Diamonds
soul,Elton John,1979,36,Mama Can't Buy You Love
soul,Elton John,1972,40,Rocket Man
soul,Elton John,1988,43,I Don't Wanna Go On With You Like That
soul,Elton John,1992,43,The One
soul,Elton John,1982,62,Blue Eyes
soul,Elton John,1976,64,Island Girl
soul,Elton John,1983,74,I'm Still Standing
soul,Elton John,1982,76,Empty Garden
soul,Elton John,1974,78,Don't Let The Sun Go Down On Me
soul,Elton John,1975,91,Someone Saved My Life Tonight
soul,Elton John,1977,95,Sorry Seems To Be The Hardest Word
soul,Michael Jackson,1980,4,Rock With You
soul,Michael Jackson,1992,19,Remember The Time
soul,Michael Jackson,1972,20,Ben
soul,Michael Jackson,1988,21,Man In The Mirror
soul,Michael Jackson,1995,21,You Are Not Alone
soul,Michael Jackson,1988,36,The Way You Make Me Feel
soul,Michael Jackson,1993,47,Will You Be There
soul,Michael Jackson,1988,61,Dirty Diana
soul,Michael Jackson,2002,64,Butterflies
soul,Michael Jackson,1980,65,She's Out Of My Life
soul,Michael Jackson,1992,66,In The Closet
soul,Michael Jackson,1983,68,Wanna Be Startin' Somethin'
soul,Michael Jackson,1980,79,Off The Wall
soul,Michael Jackson,1983,89,Human Nature
soul,Michael Jackson,1989,93,Smooth Criminal
soul,Aretha Franklin,1974,11,Until You Come Back To Me (That's What I'm Gonna Do)
soul,Aretha Franklin,1967,13,Respect
soul,Aretha Franklin,1985,43,Freeway Of Love
soul,Aretha Franklin,1968,46,(Sweet Sweet Baby) Since You've Been Gone
soul,Aretha Franklin,1971,49,Spanish Harlem
soul,Aretha Franklin,1971,52,Bridge Over Troubled Water
soul,Aretha Franklin,1967,59,Baby I Love You
soul,Aretha Franklin,1972,61,Day Dreaming
soul,Aretha Franklin,1967,75,I Never Loved A Man (The Way I Love You)
soul,Aretha Franklin,1968,93,I Say A Little Prayer
soul,Aretha Franklin,1968,94,Think
soul,Aretha Franklin,1985,94,Who's Zoomin' Who
soul,Aretha Franklin,1998,95,A Rose Is Still A Rose
soul,Aretha Franklin,1970,100,Call Me
soul,Usher,2004,1,Yeah!
soul,Usher,2004,2,Burn
soul,Usher,2010,5,OMG
soul,Usher,2008,8,Love In This Club
soul,Usher,1998,9,Nice and Slow
soul,Usher,2002,9,U Got it Bad
soul,Usher,2004,12,Confessions Part II
soul,Usher,2001,15,U Remind Me
soul,Usher,1998,16,My Way
soul,Usher,2010,22,DJ Got Us Fallin' in Love
soul,Usher,2011,65,DJ Got Us Fallin' In Love
soul,Usher,2012,72,Climax
soul,Usher,2010,82,Hey Daddy (Daddy's Home)
soul,Usher,2010,83,There Goes My Baby
soul,R. Kelly,2003,2,Ignition
soul,R. Kelly,1997,6,I Believe I Can Fly
soul,R. Kelly,1994,11,Bump N' Grind
soul,R. Kelly,1996,27,I Can't Sleep Baby (If I)
soul,R. Kelly,1996,35,Down Low (Nobody Has To Know)
soul,R. Kelly,2001,45,Fiesta
soul,R. Kelly,1994,64,Your Body's Callin'
soul,R. Kelly,1997,70,Gotham City
soul,R. Kelly,2004,78,Step In The Name Of Love
soul,R. Kelly,1996,83,You Remind Me Of Something
soul,R. Kelly,1999,83,When A Woman's Fed Up
soul,R. Kelly,2001,87,I Wish
soul,R. Kelly,2003,94,Step In The Name Of Love
soul,R. Kelly,2004,94,Happy People
disco,Kool and The Gang,1981,6,Celebration
disco,Kool and The Gang,1974,12,Jungle Boogie
disco,Kool and The Gang,1985,17,Cherish
disco,Kool and The Gang,1984,24,Joanna
disco,Kool and The Gang,1980,35,Ladies Night
disco,Kool and The Gang,1980,36,Too Hot
disco,Kool and The Gang,1974,59,Hollywood Swinging
disco,Kool and The Gang,1985,69,Misled
disco,Kool and The Gang,1982,82,Get Down On It
disco,Kool and The Gang,1982,85,Take My Heart
disco,Kool and The Gang,1985,89,Fresh
disco,Kool and The Gang,1984,90,Tonight
disco,Kool and The Gang,1987,91,Victory
disco,Bee Gees,1978,2,Night Fever
disco,Bee Gees,1978,4,Stayin' Alive
disco,Bee Gees,1971,5,How Can You Mend A Broken Heart
disco,Bee Gees,1978,6,How Deep Is Your Love
disco,Bee Gees,1975,11,Jive Talkin'
disco,Bee Gees,1979,11,Too Much Heaven
disco,Bee Gees,1979,16,Tragedy
disco,Bee Gees,1976,31,You Should Be Dancing
disco,Bee Gees,1979,33,Love You Inside Out
disco,Bee Gees,1968,59,I've Gotta Get A Message To You
disco,Bee Gees,1976,78,Fanny (Be Tender With My Love)
disco,Bee Gees,1977,80,Love So Right
disco,Bee Gees,1971,82,Lonely Days
disco,Barry Manilow,1976,13,I Write The Songs
disco,Barry Manilow,1978,27,Can't Smile Without You
disco,Barry Manilow,1975,35,Mandy
disco,Barry Manilow,1975,37,Could It Be Magic
disco,Barry Manilow,1977,37,Looks Like We Made It
disco,Barry Manilow,1977,65,Weekend In New England
disco,Barry Manilow,1978,74,Copacabana
disco,Barry Manilow,1981,89,I Made It Through The Rain
disco,Barry Manilow,1979,93,Somewhere In The Night
disco,Barry Manilow,1976,94,Tryin' To Get The Feeling Again
disco,Barry Manilow,1980,98,Ships
disco,Madonna,1985,2,Like A Virgin
disco,Madonna,1990,5,Vogue
disco,Madonna,1987,42,Who's That Girl
disco,Madonna,1987,46,Causing A Commotion
disco,Madonna,1989,55,Express Yourself
disco,Madonna,1987,58,La Isla Bonita
disco,Madonna,1989,59,Cherish
disco,Madonna,1984,66,Lucky Star
disco,Madonna,1993,66,Deeper And Deeper
disco,Madonna,1984,79,Holiday
disco,Madonna,2006,91,Hung Up
disco,"Earth, Wind and Fire",1975,6,Shining Star
disco,"Earth, Wind and Fire",1982,33,Let's Groove
disco,"Earth, Wind and Fire",1979,38,After The Love Has Gone
disco,"Earth, Wind and Fire",1979,57,Boogie Wonderland
disco,"Earth, Wind and Fire",1975,59,That's The Way Of The World
disco,"Earth, Wind and Fire",1976,59,Sing A Song
disco,"Earth, Wind and Fire",1978,77,Serpentine Fire
disco,"Earth, Wind and Fire",1979,78,September
disco,"Earth, Wind and Fire",1976,79,Getaway
disco,"Earth, Wind and Fire",1983,100,Fall In Love With Me
disco,Donna Summer,1979,2,Bad Girls
disco,Donna Summer,1979,7,Hot Stuff
disco,Donna Summer,1979,12,MacArthur Park
disco,Donna Summer,1983,15,She Works Hard For The Money
disco,Donna Summer,1978,34,Last Dance
disco,Donna Summer,1976,41,Love To Love You Baby
disco,Donna Summer,1980,52,On The Radio
disco,Donna Summer,1982,59,Love Is In Control
disco,Donna Summer,1980,74,Dim All The Lights
disco,Donna Summer,1989,92,This Time I Know It's For Real
disco,Diana Ross,1970,6,Ain't No Mountain High Enough
disco,Diana Ross,1973,10,Touch Me In The Morning
disco,Diana Ross,1976,15,Love Hangover
disco,Diana Ross,1980,18,Upside Down
disco,Diana Ross,1976,43,"Theme From ""Mahogany"""
disco,Diana Ross,1982,54,Why Do Fools Fall In Love?
disco,Diana Ross,1982,86,Mirror Mirror
disco,Diana Ross,1979,97,The Boss
disco,Diana Ross,1981,98,I'm Coming Out
disco,Four Seasons,1976,4,"December, 1963 (Oh, What A Night)"
disco,Four Seasons,1963,24,Walk Like A Man
disco,Four Seasons,1964,24,Rag Doll
disco,Four Seasons,1964,25,Dawn (Go Away)
disco,Four Seasons,1963,50,Candy Girl
disco,Four Seasons,1962,55,Sherry
disco,Four Seasons,1964,74,Ronnie
disco,Four Seasons,1994,89,"December 1963 (Oh, What A Night)"
disco,Andy Gibb,1978,1,Shadow Dancing
disco,Andy Gibb,1977,2,I Just Want To Be Your Everything
disco,Andy Gibb,1978,8,(Love Is) Thicker Than Water
disco,Andy Gibb,1978,45,An Everlasting Love
disco,Andy Gibb,1979,58,(Our Love) Don't Throw It All Away
disco,Andy Gibb,1980,58,Desire
disco,Andy Gibb,1981,100,Time Is Time
disco,Lady Gaga,2009,2,Poker Face
disco,Lady Gaga,2010,8,Bad Romance
disco,Lady Gaga,2010,16,Telephone
disco,Lady Gaga,2010,33,Alejandro
disco,Lady Gaga,2009,35,Lovegame
disco,Lady Gaga,2009,53,Paparazzi
disco,Lady Gaga,2010,64,Paparazzi
rock,Beatles,1964,1,I Want To Hold Your Hand
rock,Beatles,1968,1,Hey Jude
rock,Beatles,1964,2,She Loves You
rock,Beatles,1965,7,Help!
rock,Beatles,1970,9,Let It Be
rock,Beatles,1964,13,A Hard Day's Night
rock,Beatles,1964,14,Love Me Do
rock,Beatles,1964,16,Please Please Me
rock,Beatles,1966,16,We Can Work It Out
rock,Beatles,1969,25,Get Back
rock,Beatles,1966,28,Paperback Writer
rock,Beatles,1967,30,All You Need Is Love
rock,Beatles,1965,31,Ticket To Ride
rock,Beatles,1964,40,Twist And Shout
rock,Beatles,1970,41,The Long And Winding Road / For You Blue
rock,Beatles,1964,52,Can't Buy Me Love
rock,Beatles,1964,55,Do You Want To Know A Secret
rock,Beatles,1965,55,Eight Days A Week
rock,Beatles,1967,55,Penny Lane
rock,Beatles,1968,60,Lady Madonna
rock,Beatles,1976,77,Got To Get You Into My Life
rock,Beatles,1968,78,Revolution
rock,Beatles,1969,83,Something
rock,Beatles,1969,85,Come Together
rock,Beatles,1966,90,Nowhere Man
rock,Beatles,1964,95,I Saw Her Standing There
rock,Beatles,1966,96,Yellow Submarine
rock,Elton John,1997,1,Candle In The Wind 1997
rock,Elton John,1975,3,Philadelphia Freedom
rock,Elton John,1973,7,Crocodile Rock
rock,Elton John,1998,8,Candle In The Wind 1997
rock,Elton John,1974,9,Bennie And The Jets
rock,Elton John,1980,16,Little Jeannie
rock,Elton John,1994,18,Can You Feel The Love Tonight
rock,Elton John,1984,33,I Guess That's Why They Call It The Blues
rock,Elton John,1975,34,Lucy In The Sky With Diamonds
rock,Elton John,1979,36,Mama Can't Buy You Love
rock,Elton John,1972,40,Rocket Man
rock,Elton John,1988,43,I Don't Wanna Go On With You Like That
rock,Elton John,1992,43,The One
rock,Elton John,1973,48,Daniel
rock,Elton John,1984,54,Sad Songs (Say So Much)
rock,Elton John,1995,59,Believe
rock,Elton John,1982,62,Blue Eyes
rock,Elton John,1976,64,Island Girl
